Student ID,First Name,Last Name,Age,Gender,University,Degree Program,Year of Study,GPA,Part-time Job,Residential Status,Monthly Income,Preferred Accommodation,Distance to University,Transportation Method,Family Income,Scholarship Status,Boarding House Interest,Accommodation Budget,Special Needs
2025627,Kasun,Fernando,24,Male,NSBM Green University,Medicine,4th Year,2.07,Yes,On-campus,19618,Private residence,11 km,Bus,203767,No,No,31303,Yes
2025628,Ayesh,Fernando,22,Female,University of Moratuwa,Medicine,4th Year,3.03,No,On-campus,0,Private residence,8 km,Private vehicle,194676,No,No,21696,No
2025629,Dinuka,Wickramasinghe,25,Male,NSBM Green University,IT,4th Year,3.53,Yes,Off-campus,8932,Boarding house,13 km,Walk,161094,No,No,32887,No
2025630,Nethmi,Silva,25,Female,SLIIT,Medicine,3th Year,2.71,Yes,Boarding house,22333,Private residence,20 km,Walk,144202,No,No,15332,No
2025631,Dinuka,Perera,25,Male,University of Colombo,Engineering,1th Year,3.78,Yes,On-campus,13444,Private residence,12 km,Bus,135797,No,Yes,24939,Yes
2025632,Tharushi,Silva,23,Female,SLIIT,Business,1th Year,3.16,Yes,Off-campus,11284,Private residence,20 km,Bus,238299,No,No,37294,Yes
2025633,Nethmi,Fernando,22,Female,NSBM Green University,Business,4th Year,2.13,Yes,Boarding house,20807,Private residence,17 km,Walk,124638,Yes,Yes,31361,No
2025634,Nethmi,Perera,20,Female,University of Moratuwa,Business,2th Year,2.55,No,Boarding house,0,Boarding house,16 km,Private vehicle,297194,No,Yes,37263,No
2025635,Sachini,Fernando,25,Female,SLIIT,IT,2th Year,3.74,Yes,Boarding house,15043,Private residence,16 km,Walk,61283,Yes,No,32457,No
2025636,Kasun,Silva,22,Female,NSBM Green University,IT,1th Year,3.74,No,Boarding house,0,Private residence,14 km,Private vehicle,193960,No,No,20589,No
2025637,Harsha,Wickramasinghe,22,Female,NSBM Green University,Engineering,4th Year,2.64,Yes,On-campus,8319,Boarding house,19 km,Private vehicle,57176,No,No,22243,No
2025638,Sachini,Wijesinghe,22,Male,NSBM Green University,Engineering,4th Year,2.27,No,Boarding house,0,On-campus,8 km,Bus,245663,Yes,No,37787,No
2025639,Ravindu,Jayasekara,18,Female,NSBM Green University,Business,3th Year,2.1,Yes,Off-campus,558,Private residence,12 km,Walk,170196,No,No,36540,Yes
2025640,Kasun,Jayasekara,19,Female,NSBM Green University,IT,2th Year,3.04,No,Off-campus,0,Boarding house,17 km,Walk,207538,No,Yes,19706,Yes
2025641,Kasun,Silva,20,Male,University of Moratuwa,Medicine,2th Year,2.4,Yes,Boarding house,12607,On-campus,12 km,Private vehicle,234065,No,Yes,30905,Yes
2025642,Sachini,Perera,23,Male,University of Colombo,Medicine,1th Year,3.99,No,Boarding house,0,Private residence,3 km,Bus,242533,No,Yes,36045,No
2025643,Tharushi,Wijesinghe,23,Female,NSBM Green University,Business,4th Year,3.13,No,Off-campus,0,On-campus,1 km,Walk,152061,No,No,24540,No
2025644,Nethmi,Fernando,24,Male,University of Colombo,Medicine,1th Year,2.72,Yes,Boarding house,7507,Private residence,1 km,Walk,93217,No,Yes,25491,Yes
2025645,Harsha,Silva,23,Female,University of Moratuwa,IT,3th Year,3.61,Yes,Off-campus,7685,Boarding house,9 km,Bus,287562,No,Yes,29022,Yes
2025646,Sachini,Silva,23,Male,SLIIT,Medicine,4th Year,2.86,No,On-campus,0,On-campus,7 km,Bus,144743,Yes,No,17921,No
2025647,Sachini,Jayasekara,19,Female,NSBM Green University,Engineering,4th Year,2.41,No,Boarding house,0,On-campus,8 km,Train,252047,No,Yes,33626,Yes
2025648,Dinuka,Silva,24,Female,NSBM Green University,Business,2th Year,3.37,Yes,Boarding house,5841,On-campus,8 km,Walk,204581,No,Yes,36890,No
2025649,Ravindu,Fernando,24,Female,SLIIT,Engineering,4th Year,3.82,Yes,Boarding house,5780,Boarding house,13 km,Train,76964,Yes,No,34540,Yes
2025650,Dinuka,Silva,20,Female,NSBM Green University,IT,1th Year,2.13,Yes,Boarding house,6901,On-campus,18 km,Bus,202371,No,Yes,33711,No
2025651,Ravindu,Wickramasinghe,22,Male,SLIIT,IT,1th Year,2.66,No,Boarding house,0,Private residence,13 km,Walk,145818,No,No,34889,Yes
2025652,Kasun,Wickramasinghe,21,Male,University of Moratuwa,Medicine,2th Year,2.67,No,Off-campus,0,On-campus,3 km,Walk,169645,Yes,Yes,37850,Yes
2025653,Ayesh,Silva,18,Female,NSBM Green University,IT,4th Year,3.19,Yes,On-campus,131,On-campus,10 km,Walk,205733,No,No,25683,No
2025654,Dinuka,Wijesinghe,23,Male,NSBM Green University,Business,4th Year,3.22,No,Boarding house,0,On-campus,1 km,Private vehicle,171263,No,No,35074,No
2025655,Harsha,Jayasekara,22,Male,SLIIT,Medicine,3th Year,3.13,Yes,Boarding house,15628,Private residence,11 km,Train,285729,No,Yes,21783,Yes
2025656,Kasun,Wijesinghe,20,Female,SLIIT,Business,1th Year,2.85,No,Boarding house,0,Private residence,20 km,Private vehicle,220847,Yes,No,26373,Yes
2025657,Sachini,Wijesinghe,24,Male,University of Colombo,IT,2th Year,3.12,Yes,Off-campus,15072,Private residence,3 km,Bus,252054,Yes,Yes,16419,No
2025658,Kasun,Jayasekara,21,Male,SLIIT,Business,3th Year,2.53,No,On-campus,0,Private residence,7 km,Train,195887,Yes,No,37832,Yes
2025659,Dinuka,Perera,25,Female,SLIIT,Medicine,2th Year,2.19,No,Off-campus,0,Boarding house,20 km,Private vehicle,179554,Yes,No,24520,No
2025660,Kasun,Fernando,19,Female,NSBM Green University,Business,2th Year,3.45,Yes,Boarding house,20967,Private residence,4 km,Private vehicle,290114,Yes,No,34453,No
2025661,Tharushi,Wijesinghe,24,Female,University of Moratuwa,Business,4th Year,2.62,Yes,On-campus,16650,Boarding house,8 km,Walk,139526,Yes,No,25131,Yes
2025662,Kasun,Fernando,25,Male,SLIIT,IT,1th Year,2.57,Yes,Boarding house,19310,Private residence,11 km,Walk,203754,No,No,18209,No
2025663,Kasun,Silva,24,Female,SLIIT,Business,2th Year,3.06,Yes,On-campus,17376,Boarding house,15 km,Walk,158318,Yes,No,32199,No
2025664,Harsha,Fernando,24,Male,NSBM Green University,IT,3th Year,3.24,Yes,Boarding house,182,Private residence,14 km,Walk,246009,Yes,No,39174,No
2025665,Tharushi,Wijesinghe,22,Male,SLIIT,Engineering,1th Year,2.95,No,Off-campus,0,Private residence,11 km,Private vehicle,193416,Yes,Yes,16867,Yes
2025666,Kasun,Wijesinghe,18,Male,University of Moratuwa,Medicine,4th Year,2.4,Yes,On-campus,19023,Private residence,19 km,Train,198562,No,No,20174,No
2025667,Harsha,Perera,22,Male,University of Colombo,Business,1th Year,3.68,Yes,Off-campus,3818,Private residence,13 km,Private vehicle,88571,Yes,No,18115,Yes
2025668,Tharushi,Wickramasinghe,21,Male,University of Moratuwa,Medicine,3th Year,3.09,No,Off-campus,0,Private residence,11 km,Walk,71906,No,No,18988,No
2025669,Ravindu,Jayasekara,21,Male,NSBM Green University,Business,3th Year,2.95,No,Off-campus,0,On-campus,5 km,Private vehicle,65451,No,Yes,39363,Yes
2025670,Sachini,Jayasekara,20,Female,University of Moratuwa,IT,4th Year,3.46,Yes,Off-campus,24346,On-campus,9 km,Train,118835,No,Yes,19573,No
2025671,Nethmi,Wijesinghe,25,Female,NSBM Green University,Business,2th Year,2.69,Yes,Off-campus,13501,Boarding house,2 km,Train,144438,Yes,Yes,27175,Yes
2025672,Ayesh,Wijesinghe,21,Male,University of Moratuwa,Business,4th Year,2.47,No,Off-campus,0,Boarding house,13 km,Private vehicle,217549,No,No,26353,Yes
2025673,Nethmi,Wickramasinghe,23,Female,SLIIT,IT,4th Year,2.08,Yes,On-campus,2213,On-campus,17 km,Bus,85363,No,Yes,26229,Yes
2025674,Nethmi,Wickramasinghe,19,Female,University of Colombo,IT,2th Year,3.14,Yes,On-campus,11825,Private residence,8 km,Bus,107544,No,No,30267,No
2025675,Kasun,Wickramasinghe,18,Male,SLIIT,IT,4th Year,3.18,Yes,On-campus,23442,Private residence,9 km,Train,124360,No,No,28137,No
2025676,Sachini,Wickramasinghe,21,Male,NSBM Green University,Business,4th Year,2.96,No,Off-campus,0,Boarding house,16 km,Bus,64856,Yes,Yes,38205,No
2025677,Dinuka,Fernando,25,Male,University of Colombo,Engineering,1th Year,3.45,Yes,Off-campus,2790,Boarding house,17 km,Private vehicle,274441,No,No,28549,Yes
2025678,Ayesh,Perera,23,Male,University of Colombo,Business,2th Year,3.8,Yes,Off-campus,23653,On-campus,9 km,Bus,194960,Yes,Yes,17382,Yes
2025679,Sachini,Fernando,20,Female,University of Moratuwa,Business,2th Year,2.03,Yes,On-campus,23190,Private residence,17 km,Train,297914,Yes,No,25297,No
2025680,Ravindu,Jayasekara,21,Male,University of Colombo,Engineering,3th Year,3.33,Yes,Off-campus,9164,Private residence,15 km,Train,50537,Yes,No,35075,No
2025681,Sachini,Wijesinghe,20,Male,University of Colombo,IT,4th Year,2.26,Yes,On-campus,5920,Private residence,11 km,Private vehicle,287146,Yes,No,21271,No
2025682,Ravindu,Wickramasinghe,18,Male,NSBM Green University,Business,1th Year,2.97,Yes,On-campus,3973,On-campus,12 km,Train,173473,No,Yes,19707,Yes
2025683,Sachini,Jayasekara,25,Female,NSBM Green University,Medicine,1th Year,2.37,No,On-campus,0,Boarding house,19 km,Walk,288333,Yes,Yes,31069,Yes
2025684,Sachini,Jayasekara,21,Female,SLIIT,Engineering,3th Year,2.28,Yes,On-campus,3517,On-campus,17 km,Private vehicle,242713,No,No,29352,No
2025685,Ayesh,Perera,19,Female,University of Moratuwa,Engineering,3th Year,3.71,No,Off-campus,0,On-campus,4 km,Train,115540,Yes,Yes,25557,No
2025686,Tharushi,Perera,18,Male,SLIIT,IT,3th Year,2.3,No,On-campus,0,On-campus,9 km,Bus,136874,Yes,No,35680,No
2025687,Dinuka,Fernando,22,Female,NSBM Green University,IT,4th Year,2.51,No,On-campus,0,Private residence,15 km,Walk,67394,Yes,No,22262,Yes
2025688,Ravindu,Perera,24,Male,University of Moratuwa,Medicine,1th Year,3.73,Yes,Boarding house,632,On-campus,14 km,Bus,245340,Yes,Yes,23688,Yes
2025689,Nethmi,Silva,25,Male,University of Colombo,Engineering,3th Year,2.62,No,Off-campus,0,Boarding house,14 km,Train,273866,No,Yes,16071,No
2025690,Ayesh,Perera,22,Female,University of Moratuwa,Medicine,4th Year,3.91,No,Boarding house,0,Private residence,13 km,Bus,170775,No,Yes,27218,No
2025691,Kasun,Jayasekara,25,Male,University of Colombo,Medicine,4th Year,3.98,Yes,On-campus,9352,Private residence,18 km,Train,149970,Yes,Yes,39327,Yes
2025692,Tharushi,Perera,25,Female,University of Moratuwa,IT,4th Year,3.97,No,Off-campus,0,On-campus,15 km,Train,59750,Yes,No,23441,Yes
2025693,Harsha,Fernando,21,Female,University of Colombo,Medicine,4th Year,2.11,No,Off-campus,0,Boarding house,5 km,Bus,81896,Yes,Yes,28862,No
2025694,Dinuka,Silva,23,Female,University of Colombo,Engineering,4th Year,3.07,No,Off-campus,0,Private residence,5 km,Train,262379,Yes,No,16548,No
2025695,Ravindu,Perera,23,Male,SLIIT,Business,3th Year,2.33,Yes,On-campus,7980,On-campus,11 km,Train,129115,No,Yes,36078,Yes
2025696,Tharushi,Wijesinghe,22,Male,NSBM Green University,Business,1th Year,2.18,Yes,Off-campus,11160,On-campus,7 km,Walk,231492,No,No,18774,Yes
2025697,Nethmi,Wijesinghe,23,Female,University of Moratuwa,Medicine,4th Year,2.97,No,Boarding house,0,On-campus,4 km,Bus,173360,No,No,32071,Yes
2025698,Ravindu,Perera,20,Male,NSBM Green University,Business,3th Year,3.04,No,On-campus,0,On-campus,7 km,Train,144445,No,Yes,39913,Yes
2025699,Harsha,Wickramasinghe,24,Female,SLIIT,Engineering,1th Year,3.48,Yes,Boarding house,6526,Boarding house,1 km,Walk,179984,Yes,No,35894,No
2025700,Nethmi,Jayasekara,25,Male,SLIIT,Business,3th Year,3.16,No,On-campus,0,Private residence,8 km,Walk,240350,No,No,25347,No
2025701,Kasun,Fernando,18,Male,NSBM Green University,IT,3th Year,2.36,Yes,Off-campus,6737,Private residence,13 km,Private vehicle,245216,Yes,Yes,27836,Yes
2025702,Kasun,Wijesinghe,21,Male,SLIIT,IT,2th Year,3.07,No,Boarding house,0,Private residence,8 km,Walk,292800,No,No,24576,No
2025703,Tharushi,Perera,25,Male,University of Colombo,Business,4th Year,3.71,No,On-campus,0,On-campus,17 km,Private vehicle,231563,No,No,26303,Yes
2025704,Tharushi,Jayasekara,20,Female,University of Moratuwa,Engineering,2th Year,2.51,No,Off-campus,0,Private residence,10 km,Walk,190401,Yes,No,32278,No
2025705,Kasun,Jayasekara,22,Female,NSBM Green University,IT,4th Year,3.61,Yes,Off-campus,10449,On-campus,2 km,Walk,148581,No,No,20558,No
2025706,Harsha,Perera,25,Female,SLIIT,IT,2th Year,3.57,No,Off-campus,0,Boarding house,12 km,Train,163105,Yes,Yes,36332,Yes
2025707,Nethmi,Wickramasinghe,18,Male,SLIIT,Medicine,3th Year,2.58,Yes,Boarding house,20128,Private residence,17 km,Walk,102975,No,No,28915,No
2025708,Kasun,Silva,23,Male,SLIIT,IT,4th Year,3.75,Yes,Off-campus,8579,Private residence,12 km,Train,233062,Yes,Yes,30965,No
2025709,Nethmi,Perera,24,Male,University of Moratuwa,Medicine,1th Year,2.83,Yes,On-campus,3400,Boarding house,17 km,Private vehicle,291257,Yes,Yes,29584,Yes
2025710,Ayesh,Fernando,23,Female,University of Colombo,Engineering,1th Year,2.05,Yes,On-campus,4666,Boarding house,6 km,Train,53255,No,No,28310,No
2025711,Tharushi,Wijesinghe,20,Female,SLIIT,Engineering,2th Year,2.35,No,Off-campus,0,Boarding house,5 km,Train,259911,No,No,31577,Yes
2025712,Dinuka,Jayasekara,20,Female,SLIIT,Business,4th Year,3.96,No,Boarding house,0,Boarding house,16 km,Train,185768,Yes,No,18252,Yes
2025713,Tharushi,Fernando,22,Male,University of Moratuwa,Engineering,3th Year,3.47,No,Off-campus,0,Boarding house,6 km,Bus,66917,Yes,Yes,30649,Yes
2025714,Dinuka,Wickramasinghe,21,Male,University of Moratuwa,Medicine,3th Year,3.26,No,On-campus,0,On-campus,19 km,Walk,261084,Yes,No,29947,No
2025715,Tharushi,Perera,25,Female,University of Moratuwa,Business,2th Year,2.95,No,Boarding house,0,Boarding house,5 km,Bus,297588,Yes,No,34528,Yes
2025716,Dinuka,Perera,20,Female,SLIIT,Medicine,1th Year,2.28,No,Off-campus,0,Private residence,20 km,Bus,210851,No,No,38445,Yes
2025717,Kasun,Wickramasinghe,18,Male,NSBM Green University,Business,4th Year,3.26,No,Boarding house,0,Private residence,15 km,Train,133848,No,Yes,33199,No
2025718,Nethmi,Wijesinghe,25,Female,University of Moratuwa,Medicine,2th Year,2.87,Yes,Boarding house,23018,Boarding house,18 km,Train,134093,No,Yes,32509,Yes
2025719,Nethmi,Wijesinghe,23,Male,University of Colombo,Medicine,1th Year,3.22,No,Off-campus,0,Private residence,17 km,Walk,56108,No,Yes,28461,No
2025720,Nethmi,Perera,24,Male,University of Colombo,IT,3th Year,2.34,No,Off-campus,0,On-campus,16 km,Walk,174554,Yes,Yes,19159,No
2025721,Nethmi,Wickramasinghe,19,Male,University of Moratuwa,Business,4th Year,3.95,Yes,On-campus,12467,Boarding house,3 km,Walk,297072,Yes,Yes,32677,Yes
2025722,Sachini,Fernando,23,Female,University of Moratuwa,IT,3th Year,3.17,No,On-campus,0,Boarding house,16 km,Walk,127274,Yes,Yes,38255,Yes
2025723,Nethmi,Fernando,19,Female,NSBM Green University,Medicine,3th Year,2.65,No,Off-campus,0,Boarding house,5 km,Bus,287593,No,Yes,36470,Yes
2025724,Tharushi,Wijesinghe,18,Female,SLIIT,Engineering,1th Year,3.12,Yes,On-campus,21773,On-campus,9 km,Private vehicle,51429,Yes,Yes,25465,No
2025725,Kasun,Wickramasinghe,22,Female,NSBM Green University,Engineering,1th Year,3.15,Yes,Boarding house,20766,On-campus,5 km,Bus,174810,Yes,Yes,32854,Yes
2025726,Nethmi,Silva,20,Female,NSBM Green University,Business,4th Year,2.24,Yes,Off-campus,14840,On-campus,2 km,Train,290245,No,Yes,35659,No
2025727,Sachini,Wijesinghe,23,Female,SLIIT,Medicine,1th Year,3.08,Yes,On-campus,20783,Boarding house,15 km,Bus,193293,Yes,Yes,39264,Yes
2025728,Sachini,Silva,20,Female,University of Colombo,Medicine,1th Year,2.67,Yes,On-campus,15060,Boarding house,9 km,Bus,266340,Yes,No,21633,No
2025729,Sachini,Wijesinghe,20,Male,University of Moratuwa,Engineering,3th Year,3.13,Yes,Off-campus,11087,Private residence,16 km,Private vehicle,165756,No,Yes,18722,Yes
2025730,Harsha,Wickramasinghe,18,Female,NSBM Green University,Engineering,4th Year,3.25,No,Off-campus,0,Private residence,14 km,Train,71583,No,No,15567,No
2025731,Ravindu,Silva,24,Male,NSBM Green University,IT,3th Year,3.24,Yes,On-campus,11500,Boarding house,13 km,Train,184649,Yes,No,17114,No
2025732,Tharushi,Wijesinghe,21,Female,University of Moratuwa,IT,4th Year,3.58,Yes,Off-campus,4082,Private residence,17 km,Walk,74183,Yes,No,32027,No
2025733,Ayesh,Silva,19,Female,University of Colombo,Business,3th Year,3.45,No,On-campus,0,On-campus,16 km,Walk,257964,Yes,No,26031,Yes
2025734,Harsha,Jayasekara,24,Male,NSBM Green University,Engineering,1th Year,2.58,Yes,Off-campus,11545,On-campus,17 km,Walk,195525,Yes,Yes,18997,Yes
2025735,Sachini,Wijesinghe,21,Male,SLIIT,Business,1th Year,2.71,No,Boarding house,0,On-campus,16 km,Private vehicle,292141,No,Yes,23185,No
2025736,Tharushi,Perera,24,Female,University of Colombo,Business,3th Year,2.56,Yes,Boarding house,733,On-campus,17 km,Bus,163228,No,Yes,23369,Yes
2025737,Ravindu,Perera,19,Female,University of Moratuwa,Medicine,3th Year,2.44,No,On-campus,0,On-campus,3 km,Train,143286,Yes,Yes,17343,No
2025738,Sachini,Wickramasinghe,22,Female,University of Colombo,Medicine,4th Year,3.49,Yes,On-campus,12266,Private residence,18 km,Bus,163009,Yes,No,29949,Yes
2025739,Dinuka,Jayasekara,19,Male,SLIIT,IT,1th Year,3.74,No,Off-campus,0,On-campus,5 km,Train,147398,Yes,Yes,37482,No
2025740,Dinuka,Wijesinghe,25,Male,SLIIT,Business,2th Year,2.84,Yes,On-campus,23979,On-campus,11 km,Walk,180815,No,No,21634,No
2025741,Sachini,Jayasekara,22,Female,University of Colombo,Engineering,2th Year,3.0,Yes,Boarding house,7973,Private residence,2 km,Train,67194,Yes,No,17013,Yes
2025742,Kasun,Fernando,21,Male,University of Colombo,Engineering,1th Year,3.81,No,On-campus,0,Boarding house,16 km,Train,76355,Yes,No,16468,No
2025743,Dinuka,Silva,22,Male,SLIIT,IT,1th Year,3.97,No,Off-campus,0,Boarding house,18 km,Walk,201188,No,Yes,29453,No
2025744,Harsha,Perera,21,Male,NSBM Green University,Medicine,2th Year,3.77,Yes,Off-campus,22349,Boarding house,10 km,Train,252638,No,No,26405,No
2025745,Sachini,Perera,20,Male,SLIIT,IT,3th Year,2.25,No,Boarding house,0,Private residence,4 km,Train,246588,No,Yes,17048,No
2025746,Nethmi,Fernando,23,Female,SLIIT,Business,1th Year,3.36,Yes,Boarding house,158,Boarding house,4 km,Private vehicle,228488,Yes,No,24881,Yes
2025747,Tharushi,Silva,19,Female,University of Colombo,IT,2th Year,3.74,No,On-campus,0,Boarding house,18 km,Private vehicle,157657,Yes,No,19312,Yes
2025748,Ravindu,Wickramasinghe,21,Female,University of Moratuwa,Business,2th Year,3.14,Yes,Off-campus,5115,On-campus,6 km,Bus,291068,No,Yes,34324,No
2025749,Ayesh,Silva,20,Female,SLIIT,Medicine,1th Year,2.55,No,Off-campus,0,On-campus,5 km,Private vehicle,53211,No,No,31575,Yes
2025750,Ravindu,Perera,23,Male,University of Colombo,IT,3th Year,2.25,Yes,On-campus,24918,Private residence,3 km,Bus,202891,No,Yes,25387,No
2025751,Sachini,Silva,23,Male,NSBM Green University,IT,4th Year,3.87,Yes,On-campus,7393,Boarding house,16 km,Walk,292595,Yes,No,16011,Yes
2025752,Ravindu,Wickramasinghe,20,Male,University of Colombo,Business,2th Year,2.44,Yes,Boarding house,5596,Boarding house,15 km,Train,143204,Yes,Yes,23141,Yes
2025753,Ayesh,Silva,19,Male,SLIIT,Medicine,4th Year,2.96,Yes,On-campus,9770,On-campus,15 km,Train,147994,Yes,Yes,25179,Yes
2025754,Ayesh,Silva,21,Female,NSBM Green University,Business,1th Year,3.17,No,Off-campus,0,Private residence,13 km,Bus,192778,No,No,33975,Yes
2025755,Ayesh,Jayasekara,22,Male,University of Moratuwa,Business,2th Year,2.49,Yes,Boarding house,7469,Private residence,17 km,Walk,255765,Yes,Yes,32846,No
2025756,Tharushi,Silva,25,Female,SLIIT,Engineering,4th Year,2.13,No,On-campus,0,Boarding house,4 km,Private vehicle,294114,No,No,29355,Yes
2025757,Sachini,Perera,20,Male,University of Moratuwa,Engineering,3th Year,3.82,Yes,Boarding house,2241,Private residence,15 km,Train,94778,Yes,No,22922,Yes
2025758,Nethmi,Silva,20,Female,SLIIT,Engineering,1th Year,2.56,Yes,Off-campus,19601,On-campus,17 km,Private vehicle,297423,Yes,Yes,20663,Yes
2025759,Dinuka,Jayasekara,22,Male,SLIIT,Business,4th Year,2.64,Yes,Off-campus,1497,On-campus,9 km,Bus,167216,No,No,32898,No
2025760,Ravindu,Wijesinghe,24,Female,University of Moratuwa,Business,3th Year,3.18,Yes,On-campus,16581,On-campus,2 km,Private vehicle,248079,Yes,Yes,24475,No
2025761,Kasun,Wijesinghe,22,Male,SLIIT,IT,2th Year,3.21,Yes,On-campus,21161,On-campus,4 km,Bus,294026,Yes,Yes,35154,No
2025762,Sachini,Fernando,21,Female,SLIIT,IT,4th Year,3.03,Yes,On-campus,20435,Boarding house,11 km,Bus,95950,Yes,Yes,21403,No
2025763,Tharushi,Jayasekara,18,Female,University of Moratuwa,Medicine,3th Year,2.86,Yes,Off-campus,1638,Boarding house,13 km,Train,286997,Yes,Yes,32315,No
2025764,Dinuka,Wickramasinghe,24,Female,University of Colombo,Engineering,1th Year,3.28,No,Boarding house,0,On-campus,5 km,Private vehicle,202653,No,No,15460,Yes
2025765,Ravindu,Wijesinghe,18,Female,University of Moratuwa,Engineering,3th Year,3.32,No,On-campus,0,On-campus,10 km,Train,199396,No,Yes,34719,No
2025766,Ayesh,Perera,22,Male,NSBM Green University,Business,3th Year,2.38,Yes,Boarding house,6700,Private residence,6 km,Private vehicle,119203,Yes,Yes,39269,Yes
2025767,Harsha,Jayasekara,19,Male,NSBM Green University,Engineering,4th Year,2.52,No,Off-campus,0,Boarding house,15 km,Train,150775,Yes,Yes,27077,Yes
2025768,Ayesh,Fernando,25,Female,University of Colombo,Medicine,1th Year,2.81,Yes,On-campus,24370,On-campus,7 km,Walk,55310,No,No,36131,No
2025769,Sachini,Wijesinghe,20,Male,University of Moratuwa,Business,4th Year,2.8,Yes,On-campus,18756,Private residence,3 km,Walk,263867,Yes,No,23387,Yes
2025770,Harsha,Perera,25,Female,University of Moratuwa,Engineering,1th Year,2.32,Yes,Off-campus,13291,Private residence,18 km,Train,70802,No,Yes,39476,Yes
2025771,Kasun,Fernando,21,Male,University of Colombo,Business,3th Year,3.4,No,Off-campus,0,On-campus,17 km,Private vehicle,182962,No,No,24341,No
2025772,Dinuka,Fernando,23,Female,University of Colombo,Business,1th Year,2.77,Yes,Boarding house,24518,On-campus,2 km,Walk,263873,No,No,15171,Yes
2025773,Kasun,Jayasekara,20,Male,NSBM Green University,Business,2th Year,2.15,Yes,On-campus,19037,Boarding house,14 km,Train,278646,Yes,Yes,24450,Yes
2025774,Ravindu,Jayasekara,21,Female,University of Moratuwa,Engineering,1th Year,2.75,Yes,On-campus,18785,Private residence,16 km,Train,249687,Yes,Yes,39953,No
2025775,Tharushi,Wijesinghe,25,Female,SLIIT,Engineering,3th Year,2.18,No,Boarding house,0,On-campus,7 km,Bus,277667,Yes,Yes,23690,No
2025776,Ravindu,Jayasekara,22,Male,NSBM Green University,Business,2th Year,3.37,No,Boarding house,0,On-campus,1 km,Bus,242914,Yes,Yes,37061,No
2025777,Harsha,Fernando,18,Female,University of Moratuwa,Business,3th Year,3.62,No,On-campus,0,Private residence,10 km,Walk,112231,Yes,No,35003,Yes
2025778,Nethmi,Wickramasinghe,22,Female,SLIIT,Engineering,1th Year,2.02,Yes,Off-campus,11797,Private residence,2 km,Train,196403,No,Yes,37395,Yes
2025779,Dinuka,Wickramasinghe,24,Female,University of Colombo,Business,3th Year,2.27,No,Boarding house,0,On-campus,5 km,Bus,294598,Yes,Yes,21289,No
2025780,Tharushi,Fernando,24,Male,University of Moratuwa,Business,1th Year,2.94,No,Boarding house,0,On-campus,2 km,Bus,165529,No,No,35626,No
2025781,Ravindu,Silva,18,Female,SLIIT,Business,1th Year,3.09,Yes,Boarding house,6947,Private residence,3 km,Bus,157730,Yes,No,15010,No
2025782,Ravindu,Jayasekara,19,Male,SLIIT,Business,1th Year,3.57,No,On-campus,0,Boarding house,13 km,Bus,132993,Yes,Yes,27491,Yes
2025783,Tharushi,Wijesinghe,20,Female,University of Moratuwa,Business,2th Year,3.94,Yes,On-campus,18471,On-campus,18 km,Bus,87513,No,No,25865,Yes
2025784,Ayesh,Jayasekara,18,Female,University of Colombo,Business,4th Year,2.91,No,On-campus,0,Private residence,4 km,Private vehicle,170258,No,Yes,28805,Yes
2025785,Ravindu,Perera,23,Male,NSBM Green University,Medicine,4th Year,3.58,Yes,Boarding house,3564,On-campus,7 km,Bus,116628,Yes,No,36298,No
2025786,Ayesh,Wickramasinghe,25,Male,NSBM Green University,Business,2th Year,3.51,No,On-campus,0,On-campus,19 km,Private vehicle,175813,Yes,No,39487,No
2025787,Sachini,Wickramasinghe,19,Male,University of Colombo,IT,1th Year,2.22,Yes,Off-campus,20969,Boarding house,2 km,Private vehicle,128536,No,Yes,16023,Yes
2025788,Dinuka,Silva,19,Female,NSBM Green University,Business,3th Year,2.01,No,Off-campus,0,Private residence,8 km,Walk,156084,Yes,Yes,28475,Yes
2025789,Ayesh,Fernando,25,Female,University of Colombo,IT,1th Year,3.33,Yes,Off-campus,380,Private residence,19 km,Train,276154,No,Yes,16224,Yes
2025790,Sachini,Fernando,25,Female,SLIIT,Engineering,3th Year,2.33,Yes,Off-campus,20481,Boarding house,10 km,Private vehicle,90990,No,Yes,27235,No
2025791,Tharushi,Silva,18,Male,University of Moratuwa,IT,4th Year,2.3,No,On-campus,0,Boarding house,1 km,Walk,139692,Yes,No,20078,Yes
2025792,Ravindu,Wickramasinghe,23,Female,SLIIT,Medicine,1th Year,2.42,Yes,On-campus,7459,Private residence,18 km,Walk,130846,Yes,Yes,23545,Yes
2025793,Kasun,Jayasekara,25,Male,University of Moratuwa,Business,1th Year,3.57,Yes,On-campus,335,Boarding house,18 km,Bus,55782,No,Yes,32643,Yes
2025794,Sachini,Fernando,19,Male,NSBM Green University,Engineering,3th Year,2.04,Yes,On-campus,8058,Private residence,14 km,Private vehicle,130288,Yes,Yes,20553,No
2025795,Kasun,Wijesinghe,25,Male,University of Moratuwa,Medicine,1th Year,2.09,No,Off-campus,0,Private residence,13 km,Walk,191067,Yes,No,25474,Yes
2025796,Tharushi,Perera,23,Female,NSBM Green University,Engineering,2th Year,3.66,No,Off-campus,0,On-campus,5 km,Train,215613,Yes,No,32736,No
2025797,Nethmi,Perera,18,Male,SLIIT,Engineering,4th Year,2.8,Yes,On-campus,10905,On-campus,3 km,Bus,119636,Yes,Yes,37492,No
